month,product_id,brand,category_l1,category_l2,price_tier,avg_price,total_views,total_carts,total_purchases,cart_rate,conversion_rate,recommendation
November,3200538,gorenje,appliances,kitchen,mid,106.54,77.0,4.0,4.0,5.19,5.19,Hidden Gem - Promote Higher
November,12706852,bridgestone,unknown,unknown,mid,58.69,77.0,8.0,4.0,10.39,5.19,Hidden Gem - Promote Higher
November,4804536,ritmix,electronics,audio,budget,0.88,77.0,1.0,4.0,1.3,5.19,Hidden Gem - Promote Higher
November,26400532,unknown,unknown,unknown,mid,115.06,77.0,4.0,4.0,5.19,5.19,Hidden Gem - Promote Higher
November,16500012,unknown,unknown,unknown,budget,37.95,174.0,21.0,9.0,12.07,5.17,Hidden Gem - Promote Higher
November,8800969,fly,electronics,telephone,budget,9.76,58.0,6.0,3.0,10.34,5.17,Hidden Gem - Promote Higher
November,5301208,polaris,unknown,unknown,budget,13.87,58.0,1.0,3.0,1.72,5.17,Hidden Gem - Promote Higher
November,15201222,varta,unknown,unknown,mid,89.93,58.0,3.0,3.0,5.17,5.17,Hidden Gem - Promote Higher
November,12712688,bridgestone,unknown,unknown,mid,61.78,58.0,6.0,3.0,10.34,5.17,Hidden Gem - Promote Higher
November,17302706,montale,unknown,unknown,budget,21.56,58.0,8.0,3.0,13.79,5.17,Hidden Gem - Promote Higher
November,12707120,bfgoodrich,unknown,unknown,mid,52.12,58.0,7.0,3.0,12.07,5.17,Hidden Gem - Promote Higher
November,11200451,huawei,appliances,personal,budget,29.95,194.0,17.0,10.0,8.76,5.15,Hidden Gem - Promote Higher
November,12707478,triangle,unknown,unknown,budget,48.36,97.0,4.0,5.0,4.12,5.15,Hidden Gem - Promote Higher
November,12718603,triangle,unknown,unknown,mid,51.23,117.0,8.0,6.0,6.84,5.13,Hidden Gem - Promote Higher
November,4200545,elenberg,appliances,environment,premium,436.34,117.0,5.0,6.0,4.27,5.13,Hidden Gem - Promote Higher
November,26400967,unknown,unknown,unknown,mid,171.43,78.0,5.0,4.0,6.41,5.13,Hidden Gem - Promote Higher
November,17302288,unknown,unknown,unknown,mid,64.79,78.0,2.0,4.0,2.56,5.13,Hidden Gem - Promote Higher
November,5301400,elenberg,unknown,unknown,budget,17.99,78.0,7.0,4.0,8.97,5.13,Hidden Gem - Promote Higher
November,12704490,cordiant,unknown,unknown,budget,38.08,98.0,23.0,5.0,23.47,5.1,Hidden Gem - Promote Higher
November,12705578,unknown,unknown,unknown,mid,57.33,59.0,9.0,3.0,15.25,5.08,Hidden Gem - Promote Higher
November,13300410,unknown,unknown,unknown,mid,106.05,59.0,1.0,3.0,1.69,5.08,Hidden Gem - Promote Higher
November,12500508,unknown,unknown,unknown,budget,37.02,59.0,10.0,3.0,16.95,5.08,Hidden Gem - Promote Higher
November,22400153,trust,electronics,audio,mid,64.09,59.0,2.0,3.0,3.39,5.08,Hidden Gem - Promote Higher
November,11200469,elenberg,appliances,personal,budget,14.13,138.0,9.0,7.0,6.52,5.07,Hidden Gem - Promote Higher
November,12711188,powertrac,unknown,unknown,mid,51.47,79.0,6.0,4.0,7.59,5.06,Hidden Gem - Promote Higher
November,1004553,inoi,electronics,smartphone,mid,61.31,79.0,4.0,4.0,5.06,5.06,Hidden Gem - Promote Higher
November,17301904,dior,unknown,unknown,mid,126.31,119.0,8.0,6.0,6.72,5.04,Hidden Gem - Promote Higher
November,100002039,samga,unknown,unknown,budget,13.13,80.0,6.0,4.0,7.5,5.0,Hidden Gem - Promote Higher
November,18001172,samsung,unknown,unknown,budget,5.47,60.0,2.0,3.0,3.33,5.0,Hidden Gem - Promote Higher
November,12719545,delmax,unknown,unknown,budget,33.3,60.0,5.0,3.0,8.33,5.0,Hidden Gem - Promote Higher
November,5000511,veritas,appliances,sewing_machine,mid,159.47,60.0,11.0,3.0,18.33,5.0,Hidden Gem - Promote Higher
November,34700014,unknown,unknown,unknown,budget,13.61,60.0,7.0,3.0,11.67,5.0,Hidden Gem - Promote Higher
November,23700307,unknown,furniture,bedroom,budget,14.75,60.0,4.0,3.0,6.67,5.0,Hidden Gem - Promote Higher
November,2701780,samsung,appliances,kitchen,luxury,1209.79,60.0,0.0,3.0,0.0,5.0,Hidden Gem - Promote Higher
November,12704669,nokian,unknown,unknown,budget,44.0,161.0,21.0,8.0,13.04,4.97,Hidden Gem - Promote Higher
November,12705588,unknown,unknown,unknown,budget,39.16,121.0,17.0,6.0,14.05,4.96,Hidden Gem - Promote Higher
November,8500290,unknown,unknown,unknown,premium,259.15,121.0,6.0,6.0,4.96,4.96,Hidden Gem - Promote Higher
November,9100970,defender,computers,peripherals,budget,6.35,162.0,14.0,8.0,8.64,4.94,Hidden Gem - Promote Higher
November,3600987,atlantic,appliances,kitchen,mid,96.42,81.0,1.0,4.0,1.23,4.94,Hidden Gem - Promote Higher
November,5700848,alpine,auto,accessories,mid,154.38,81.0,6.0,4.0,7.41,4.94,Hidden Gem - Promote Higher
November,12719869,roadx,unknown,unknown,mid,59.51,122.0,7.0,6.0,5.74,4.92,Hidden Gem - Promote Higher
November,15200847,bars,unknown,unknown,mid,57.11,61.0,10.0,3.0,16.39,4.92,Hidden Gem - Promote Higher
November,12800016,kingston,unknown,unknown,budget,5.13,61.0,0.0,3.0,0.0,4.92,Hidden Gem - Promote Higher
November,28718446,strobbs,apparel,shoes,mid,64.61,61.0,2.0,3.0,3.28,4.92,Hidden Gem - Promote Higher
November,3900716,ariston,appliances,environment,mid,75.5,61.0,4.0,3.0,6.56,4.92,Hidden Gem - Promote Higher
November,17300997,bulgari,unknown,unknown,mid,88.88,61.0,7.0,3.0,11.48,4.92,Hidden Gem - Promote Higher
November,12707536,unknown,unknown,unknown,mid,130.51,143.0,13.0,7.0,9.09,4.9,Hidden Gem - Promote Higher
November,8800847,nokia,electronics,telephone,budget,35.79,123.0,3.0,6.0,2.44,4.88,Hidden Gem - Promote Higher
November,12700696,matador,unknown,unknown,budget,44.02,186.0,32.0,9.0,17.2,4.84,Hidden Gem - Promote Higher
November,18500046,huion,electronics,tablet,mid,98.94,62.0,5.0,3.0,8.06,4.84,Hidden Gem - Promote Higher
November,12720550,maxxis,unknown,unknown,mid,73.86,62.0,6.0,3.0,9.68,4.84,Hidden Gem - Promote Higher
November,2900496,unknown,appliances,kitchen,mid,100.76,62.0,2.0,3.0,3.23,4.84,Hidden Gem - Promote Higher
November,16000961,granhel,unknown,unknown,budget,35.01,62.0,0.0,3.0,0.0,4.84,Hidden Gem - Promote Higher
November,26022885,unknown,unknown,unknown,budget,7.48,62.0,2.0,3.0,3.23,4.84,Hidden Gem - Promote Higher
November,12700832,nokian,unknown,unknown,mid,104.44,145.0,10.0,7.0,6.9,4.83,Hidden Gem - Promote Higher
November,10700177,sony,unknown,unknown,budget,13.69,83.0,10.0,4.0,12.05,4.82,Hidden Gem - Promote Higher
November,26403293,unknown,unknown,unknown,premium,224.72,84.0,1.0,4.0,1.19,4.76,Hidden Gem - Promote Higher
November,5301236,galaxy,unknown,unknown,budget,9.64,84.0,4.0,4.0,4.76,4.76,Hidden Gem - Promote Higher
November,12704971,viatti,unknown,unknown,budget,40.54,84.0,8.0,4.0,9.52,4.76,Hidden Gem - Promote Higher
November,17300609,montale,unknown,unknown,mid,127.24,63.0,3.0,3.0,4.76,4.76,Hidden Gem - Promote Higher
November,9100888,delux,computers,peripherals,budget,7.47,63.0,7.0,3.0,11.11,4.76,Hidden Gem - Promote Higher
November,100008551,respect,apparel,shoes,mid,89.84,63.0,5.0,3.0,7.94,4.76,Hidden Gem - Promote Higher
November,22700965,aeroforce,unknown,unknown,mid,176.58,106.0,6.0,5.0,5.66,4.72,Hidden Gem - Promote Higher
November,6301381,elenberg,appliances,kitchen,budget,19.64,85.0,5.0,4.0,5.88,4.71,Hidden Gem - Promote Higher
November,17301073,unknown,unknown,unknown,budget,44.34,85.0,6.0,4.0,7.06,4.71,Hidden Gem - Promote Higher
November,26011919,unknown,unknown,unknown,budget,3.54,85.0,8.0,4.0,9.41,4.71,Hidden Gem - Promote Higher
November,12704667,nokian,unknown,unknown,budget,45.53,149.0,14.0,7.0,9.4,4.7,Hidden Gem - Promote Higher
November,17400288,unknown,unknown,unknown,budget,6.03,64.0,3.0,3.0,4.69,4.69,Hidden Gem - Promote Higher
November,12720491,sunwide,unknown,unknown,mid,61.64,64.0,5.0,3.0,7.81,4.69,Hidden Gem - Promote Higher
November,11400318,xiaomi,unknown,unknown,budget,18.62,64.0,1.0,3.0,1.56,4.69,Hidden Gem - Promote Higher
November,7300070,toshiba,unknown,unknown,budget,48.25,64.0,0.0,3.0,0.0,4.69,Hidden Gem - Promote Higher
November,15200184,bars,unknown,unknown,mid,152.67,64.0,8.0,3.0,12.5,4.69,Hidden Gem - Promote Higher
November,15200946,bars,unknown,unknown,mid,51.73,107.0,21.0,5.0,19.63,4.67,Hidden Gem - Promote Higher
November,12719535,yokohama,unknown,unknown,mid,52.0,129.0,8.0,6.0,6.2,4.65,Hidden Gem - Promote Higher
November,12711346,powertrac,unknown,unknown,budget,31.88,86.0,10.0,4.0,11.63,4.65,Hidden Gem - Promote Higher
November,12700718,nokian,unknown,unknown,budget,40.4,86.0,8.0,4.0,9.3,4.65,Hidden Gem - Promote Higher
November,9100033,unknown,computers,peripherals,budget,28.13,86.0,1.0,4.0,1.16,4.65,Hidden Gem - Promote Higher
November,11000112,bosch,appliances,kitchen,mid,61.48,194.0,11.0,9.0,5.67,4.64,Hidden Gem - Promote Higher
November,15200783,genesis,unknown,unknown,mid,51.68,151.0,12.0,7.0,7.95,4.64,Hidden Gem - Promote Higher
November,4800725,sony,electronics,audio,budget,7.7,65.0,4.0,3.0,6.15,4.62,Hidden Gem - Promote Higher
November,2701774,indesit,appliances,kitchen,premium,370.59,65.0,0.0,3.0,0.0,4.62,Hidden Gem - Promote Higher
November,26400657,lucente,unknown,unknown,premium,203.87,65.0,3.0,3.0,4.62,4.62,Hidden Gem - Promote Higher
November,3800215,braun,appliances,iron,premium,295.99,65.0,1.0,3.0,1.54,4.62,Hidden Gem - Promote Higher
November,11300045,panasonic,electronics,telephone,budget,39.92,87.0,8.0,4.0,9.2,4.6,Hidden Gem - Promote Higher
November,7300194,transcend,unknown,unknown,mid,100.35,176.0,16.0,8.0,9.09,4.55,Hidden Gem - Promote Higher
November,5200148,amazon,computers,ebooks,premium,241.75,110.0,2.0,5.0,1.82,4.55,Hidden Gem - Promote Higher
November,1003548,samsung,electronics,smartphone,premium,282.84,88.0,2.0,4.0,2.27,4.55,Hidden Gem - Promote Higher
November,29501522,unknown,unknown,unknown,budget,10.24,88.0,2.0,4.0,2.27,4.55,Hidden Gem - Promote Higher
November,12707458,unknown,unknown,unknown,mid,171.95,111.0,14.0,5.0,12.61,4.5,Hidden Gem - Promote Higher
November,17301868,sheba,unknown,unknown,mid,144.9,89.0,2.0,4.0,2.25,4.49,Hidden Gem - Promote Higher
November,12700625,goodyear,unknown,unknown,mid,150.07,67.0,7.0,3.0,10.45,4.48,Hidden Gem - Promote Higher
November,26403347,unknown,unknown,unknown,mid,84.94,67.0,1.0,3.0,1.49,4.48,Hidden Gem - Promote Higher
November,12706799,gislaved,unknown,unknown,mid,74.91,67.0,2.0,3.0,2.99,4.48,Hidden Gem - Promote Higher
November,17302130,guerlain,unknown,unknown,mid,115.94,67.0,2.0,3.0,2.99,4.48,Hidden Gem - Promote Higher
November,12702934,cordiant,unknown,unknown,budget,36.18,157.0,16.0,7.0,10.19,4.46,Hidden Gem - Promote Higher
November,12703675,sava,unknown,unknown,budget,39.07,112.0,10.0,5.0,8.93,4.46,Hidden Gem - Promote Higher
November,29501910,unknown,unknown,unknown,mid,102.83,90.0,2.0,4.0,2.22,4.44,Hidden Gem - Promote Higher
November,15200501,bars,unknown,unknown,budget,44.34,90.0,6.0,4.0,6.67,4.44,Hidden Gem - Promote Higher
November,12709463,maxxis,unknown,unknown,budget,43.89,113.0,13.0,5.0,11.5,4.42,Hidden Gem - Promote Higher
November,15900033,tefal,unknown,unknown,budget,29.59,113.0,3.0,5.0,2.65,4.42,Hidden Gem - Promote Higher
November,12719670,comforser,unknown,unknown,budget,45.05,136.0,21.0,6.0,15.44,4.41,Hidden Gem - Promote Higher
November,48600003,total,unknown,unknown,budget,38.59,68.0,1.0,3.0,1.47,4.41,Hidden Gem - Promote Higher
November,17303003,chanel,unknown,unknown,mid,154.83,68.0,5.0,3.0,7.35,4.41,Hidden Gem - Promote Higher
November,12719851,roadx,unknown,unknown,budget,32.85,68.0,6.0,3.0,8.82,4.41,Hidden Gem - Promote Higher
November,3900080,thermex,appliances,environment,mid,93.24,68.0,9.0,3.0,13.24,4.41,Hidden Gem - Promote Higher
November,12719132,yokohama,unknown,unknown,mid,58.89,68.0,8.0,3.0,11.76,4.41,Hidden Gem - Promote Higher
November,10200491,llorens,kids,dolls,budget,29.87,68.0,4.0,3.0,5.88,4.41,Hidden Gem - Promote Higher
November,12702457,matador,unknown,unknown,mid,57.92,68.0,10.0,3.0,14.71,4.41,Hidden Gem - Promote Higher
November,4804144,huawei,electronics,audio,budget,7.55,184.0,11.0,8.0,5.98,4.35,Hidden Gem - Promote Higher
November,16400055,tefal,unknown,unknown,budget,46.7,92.0,0.0,4.0,0.0,4.35,Hidden Gem - Promote Higher
November,17301546,lancome,unknown,unknown,mid,93.95,92.0,8.0,4.0,8.7,4.35,Hidden Gem - Promote Higher
November,26402180,unknown,unknown,unknown,mid,112.74,69.0,1.0,3.0,1.45,4.35,Hidden Gem - Promote Higher
November,21409486,casio,electronics,clocks,mid,117.89,69.0,1.0,3.0,1.45,4.35,Hidden Gem - Promote Higher
November,1801969,lg,electronics,video,luxury,766.13,116.0,2.0,5.0,1.72,4.31,Hidden Gem - Promote Higher
November,25800003,omron,medicine,tools,budget,33.43,116.0,7.0,5.0,6.03,4.31,Hidden Gem - Promote Higher
November,3801081,scarlett,appliances,iron,budget,16.43,93.0,5.0,4.0,5.38,4.3,Hidden Gem - Promote Higher
November,1306339,hp,computers,notebook,luxury,510.36,70.0,0.0,3.0,0.0,4.29,Hidden Gem - Promote Higher
November,19600398,unknown,unknown,unknown,budget,21.15,70.0,7.0,3.0,10.0,4.29,Hidden Gem - Promote Higher
November,29500076,maxler,unknown,unknown,budget,41.06,70.0,3.0,3.0,4.29,4.29,Hidden Gem - Promote Higher
November,8801091,nokia,electronics,telephone,budget,23.13,70.0,5.0,3.0,7.14,4.29,Hidden Gem - Promote Higher
November,7006183,hp,kids,carriage,mid,62.19,117.0,3.0,5.0,2.56,4.27,Hidden Gem - Promote Higher
November,5301499,willmark,unknown,unknown,budget,7.7,117.0,8.0,5.0,6.84,4.27,Hidden Gem - Promote Higher
November,12705223,viatti,unknown,unknown,mid,60.49,141.0,8.0,6.0,5.67,4.26,Hidden Gem - Promote Higher
November,12703007,cordiant,unknown,unknown,budget,42.5,94.0,18.0,4.0,19.15,4.26,Hidden Gem - Promote Higher
November,11400388,hoco,unknown,unknown,budget,25.34,94.0,6.0,4.0,6.38,4.26,Hidden Gem - Promote Higher
November,1005088,tp-link,electronics,smartphone,mid,84.69,94.0,3.0,4.0,3.19,4.26,Hidden Gem - Promote Higher
November,1002549,apple,electronics,smartphone,luxury,563.18,118.0,8.0,5.0,6.78,4.24,Hidden Gem - Promote Higher
November,26400489,unknown,unknown,unknown,premium,204.64,192.0,14.0,8.0,7.29,4.17,Hidden Gem - Promote Higher
November,42200034,unknown,unknown,unknown,budget,7.41,168.0,11.0,7.0,6.55,4.17,Hidden Gem - Promote Higher
November,12701257,triangle,unknown,unknown,budget,37.46,144.0,13.0,6.0,9.03,4.17,Hidden Gem - Promote Higher
November,4803396,jbl,electronics,audio,budget,33.03,96.0,2.0,4.0,2.08,4.17,Hidden Gem - Promote Higher
November,12710976,powertrac,unknown,unknown,budget,34.88,193.0,27.0,8.0,13.99,4.15,Hidden Gem - Promote Higher
November,3801272,polaris,appliances,iron,budget,39.12,169.0,6.0,7.0,3.55,4.14,Hidden Gem - Promote Higher
November,5300864,vitek,unknown,unknown,budget,15.19,121.0,5.0,5.0,4.13,4.13,Hidden Gem - Promote Higher
November,1801375,vestel,electronics,video,premium,299.32,97.0,4.0,4.0,4.12,4.12,Hidden Gem - Promote Higher
November,7901063,shenma,furniture,kitchen,mid,56.63,97.0,6.0,4.0,6.19,4.12,Hidden Gem - Promote Higher
November,17300672,unknown,unknown,unknown,mid,97.32,97.0,10.0,4.0,10.31,4.12,Hidden Gem - Promote Higher
November,10700078,sony,unknown,unknown,budget,14.99,97.0,3.0,4.0,3.09,4.12,Hidden Gem - Promote Higher
November,3700895,tefal,appliances,environment,premium,210.38,146.0,6.0,6.0,4.11,4.11,Hidden Gem - Promote Higher
November,26404407,lucente,unknown,unknown,mid,97.56,73.0,2.0,3.0,2.74,4.11,Hidden Gem - Promote Higher
November,5100347,apple,electronics,clocks,premium,365.52,73.0,9.0,3.0,12.33,4.11,Hidden Gem - Promote Higher
November,4400408,smeg,appliances,kitchen,premium,400.15,73.0,0.0,3.0,0.0,4.11,Hidden Gem - Promote Higher
November,2600960,darina,unknown,unknown,premium,215.12,73.0,0.0,3.0,0.0,4.11,Hidden Gem - Promote Higher
November,8200230,unknown,unknown,unknown,mid,72.17,73.0,11.0,3.0,15.07,4.11,Hidden Gem - Promote Higher
November,12720096,roadx,unknown,unknown,mid,50.69,73.0,7.0,3.0,9.59,4.11,Hidden Gem - Promote Higher
November,3801238,elenberg,appliances,iron,budget,12.84,98.0,8.0,4.0,8.16,4.08,Hidden Gem - Promote Higher
November,15200136,racer,unknown,unknown,budget,64.57,98.0,7.0,4.0,7.14,4.08,Hidden Gem - Promote Higher
November,4803895,jbl,electronics,audio,budget,46.76,123.0,4.0,5.0,3.25,4.07,Hidden Gem - Promote Higher
November,12720442,cordiant,unknown,unknown,mid,70.15,74.0,14.0,3.0,18.92,4.05,Hidden Gem - Promote Higher
November,22900034,ikea,furniture,bedroom,budget,9.76,74.0,1.0,3.0,1.35,4.05,Hidden Gem - Promote Higher
November,14300386,denn,electronics,audio,budget,14.33,74.0,3.0,3.0,4.05,4.05,Hidden Gem - Promote Higher
November,12719630,kapsen,unknown,unknown,budget,45.3,149.0,7.0,6.0,4.7,4.03,Hidden Gem - Promote Higher
November,13000037,sony,unknown,unknown,mid,63.82,124.0,9.0,5.0,7.26,4.03,Hidden Gem - Promote Higher
November,15200297,voltman,unknown,unknown,mid,72.26,75.0,8.0,3.0,10.67,4.0,Hidden Gem - Promote Higher
November,12707062,matador,unknown,unknown,mid,70.38,75.0,8.0,3.0,10.67,4.0,Hidden Gem - Promote Higher
November,3800953,tefal,appliances,iron,mid,106.44,75.0,8.0,3.0,10.67,4.0,Hidden Gem - Promote Higher
November,11400618,svc,unknown,unknown,budget,15.21,75.0,5.0,3.0,6.67,4.0,Hidden Gem - Promote Higher
November,12720603,joyroad,unknown,unknown,budget,32.43,75.0,11.0,3.0,14.67,4.0,Hidden Gem - Promote Higher
November,30900127,deepcool,computers,components,budget,9.91,75.0,5.0,3.0,6.67,4.0,Hidden Gem - Promote Higher
November,12712067,powertrac,unknown,unknown,budget,47.83,151.0,12.0,6.0,7.95,3.97,Hidden Gem - Promote Higher
November,3601028,indesit,appliances,kitchen,premium,282.66,126.0,4.0,5.0,3.17,3.97,Hidden Gem - Promote Higher
November,9600125,dji,unknown,unknown,luxury,1367.03,101.0,5.0,4.0,4.95,3.96,Hidden Gem - Promote Higher
November,8000295,alis,unknown,unknown,budget,20.66,101.0,8.0,4.0,7.92,3.96,Hidden Gem - Promote Higher
November,12711367,nexen,unknown,unknown,budget,42.65,101.0,10.0,4.0,9.9,3.96,Hidden Gem - Promote Higher
November,12703111,maxxis,unknown,unknown,mid,100.52,101.0,8.0,4.0,7.92,3.96,Hidden Gem - Promote Higher
November,11600011,microlab,computers,desktop,budget,45.21,76.0,3.0,3.0,3.95,3.95,Hidden Gem - Promote Higher
November,2602166,dauscher,unknown,unknown,luxury,500.61,76.0,6.0,3.0,7.89,3.95,Hidden Gem - Promote Higher
November,4000210,polaris,construction,tools,mid,124.25,127.0,3.0,5.0,2.36,3.94,Hidden Gem - Promote Higher
November,53300009,gimi,unknown,unknown,budget,23.14,153.0,13.0,6.0,8.5,3.92,Hidden Gem - Promote Higher
November,12709857,viatti,unknown,unknown,budget,39.51,153.0,18.0,6.0,11.76,3.92,Hidden Gem - Promote Higher
November,6100194,unknown,auto,accessories,mid,90.32,102.0,8.0,4.0,7.84,3.92,Hidden Gem - Promote Higher
November,3900746,haier,appliances,environment,mid,122.73,77.0,4.0,3.0,5.19,3.9,Hidden Gem - Promote Higher
November,51100101,dearest,unknown,unknown,budget,46.33,77.0,1.0,3.0,1.3,3.9,Hidden Gem - Promote Higher
November,12701605,matador,unknown,unknown,budget,43.27,77.0,8.0,3.0,10.39,3.9,Hidden Gem - Promote Higher
November,2240118,canon,unknown,unknown,luxury,651.42,180.0,11.0,7.0,6.11,3.89,Hidden Gem - Promote Higher
November,12709955,yokohama,unknown,unknown,mid,83.61,103.0,10.0,4.0,9.71,3.88,Hidden Gem - Promote Higher
November,12704916,cordiant,unknown,unknown,mid,58.81,156.0,21.0,6.0,13.46,3.85,Hidden Gem - Promote Higher
November,12703112,maxxis,unknown,unknown,mid,113.01,156.0,22.0,6.0,14.1,3.85,Hidden Gem - Promote Higher
November,4803394,redragon,electronics,audio,budget,14.18,130.0,11.0,5.0,8.46,3.85,Hidden Gem - Promote Higher
November,1004812,honor,electronics,smartphone,mid,151.51,104.0,2.0,4.0,1.92,3.85,Hidden Gem - Promote Higher
November,12702931,cordiant,unknown,unknown,budget,34.24,104.0,18.0,4.0,17.31,3.85,Hidden Gem - Promote Higher
November,12707518,unknown,unknown,unknown,mid,107.1,104.0,16.0,4.0,15.38,3.85,Hidden Gem - Promote Higher
November,2501244,artel,appliances,kitchen,budget,35.35,78.0,1.0,3.0,1.28,3.85,Hidden Gem - Promote Higher
November,12705571,viatti,unknown,unknown,budget,39.0,78.0,12.0,3.0,15.38,3.85,Hidden Gem - Promote Higher
November,26204065,unknown,unknown,unknown,premium,256.12,78.0,3.0,3.0,3.85,3.85,Hidden Gem - Promote Higher
November,100010164,pulser,computers,desktop,premium,247.08,105.0,0.0,4.0,0.0,3.81,Hidden Gem - Promote Higher
November,27400004,philips,unknown,unknown,budget,48.64,105.0,2.0,4.0,1.9,3.81,Hidden Gem - Promote Higher
November,12718449,unknown,unknown,unknown,mid,55.73,158.0,18.0,6.0,11.39,3.8,Hidden Gem - Promote Higher
November,9300079,lg,unknown,unknown,premium,385.85,79.0,1.0,3.0,1.27,3.8,Hidden Gem - Promote Higher
November,10700135,sony,unknown,unknown,budget,16.22,79.0,9.0,3.0,11.39,3.8,Hidden Gem - Promote Higher
November,5700783,sony,auto,accessories,mid,110.43,79.0,3.0,3.0,3.8,3.8,Hidden Gem - Promote Higher
November,5801550,alphard,electronics,audio,budget,38.77,106.0,1.0,4.0,0.94,3.77,Hidden Gem - Promote Higher
November,17302667,unknown,unknown,unknown,budget,12.01,106.0,1.0,4.0,0.94,3.77,Hidden Gem - Promote Higher
November,12720105,roadx,unknown,unknown,mid,48.9,80.0,8.0,3.0,10.0,3.75,Hidden Gem - Promote Higher
November,12720602,joyroad,unknown,unknown,budget,43.5,80.0,7.0,3.0,8.75,3.75,Hidden Gem - Promote Higher
November,12711558,triangle,unknown,unknown,budget,43.99,107.0,4.0,4.0,3.74,3.74,Hidden Gem - Promote Higher
November,26300807,sokolov,unknown,unknown,premium,270.53,107.0,1.0,4.0,0.93,3.74,Hidden Gem - Promote Higher
November,14100494,stagg,electronics,audio,mid,124.84,107.0,4.0,4.0,3.74,3.74,Hidden Gem - Promote Higher
November,12718806,mazzini,unknown,unknown,budget,37.8,107.0,13.0,4.0,12.15,3.74,Hidden Gem - Promote Higher
November,3801203,philips,appliances,iron,mid,127.17,134.0,7.0,5.0,5.22,3.73,Hidden Gem - Promote Higher
November,28719087,fassen,apparel,shoes,budget,44.79,134.0,10.0,5.0,7.46,3.73,Hidden Gem - Promote Higher
November,11000000,vitek,appliances,kitchen,budget,33.18,189.0,6.0,7.0,3.17,3.7,Hidden Gem - Promote Higher
November,12710853,michelin,unknown,unknown,mid,114.55,135.0,10.0,5.0,7.41,3.7,Hidden Gem - Promote Higher
November,25900022,ecocool,computers,components,mid,92.98,135.0,7.0,5.0,5.19,3.7,Hidden Gem - Promote Higher
November,1801923,samsung,electronics,video,luxury,1085.56,108.0,0.0,4.0,0.0,3.7,Hidden Gem - Promote Higher
November,20100036,nika,unknown,unknown,budget,29.02,108.0,11.0,4.0,10.19,3.7,Hidden Gem - Promote Higher
November,26200286,unknown,unknown,unknown,mid,167.06,108.0,1.0,4.0,0.93,3.7,Hidden Gem - Promote Higher
November,1004625,fly,electronics,smartphone,budget,43.73,108.0,3.0,4.0,2.78,3.7,Hidden Gem - Promote Higher
November,12712074,powertrac,unknown,unknown,budget,39.84,81.0,14.0,3.0,17.28,3.7,Hidden Gem - Promote Higher
November,7300437,toshiba,unknown,unknown,mid,59.93,81.0,2.0,3.0,2.47,3.7,Hidden Gem - Promote Higher
November,18300021,portcase,accessories,bag,budget,7.62,190.0,14.0,7.0,7.37,3.68,Hidden Gem - Promote Higher
November,12702883,cordiant,unknown,unknown,mid,75.76,164.0,12.0,6.0,7.32,3.66,Hidden Gem - Promote Higher
November,17800715,zeta,computers,desktop,budget,33.21,82.0,5.0,3.0,6.1,3.66,Hidden Gem - Promote Higher
November,12718923,farroad,unknown,unknown,budget,46.71,82.0,8.0,3.0,9.76,3.66,Hidden Gem - Promote Higher
November,12714770,tunga,unknown,unknown,budget,41.73,82.0,10.0,3.0,12.2,3.66,Hidden Gem - Promote Higher
November,12720756,joyroad,unknown,unknown,mid,73.36,82.0,2.0,3.0,2.44,3.66,Hidden Gem - Promote Higher
November,12718522,triangle,unknown,unknown,mid,67.12,82.0,10.0,3.0,12.2,3.66,Hidden Gem - Promote Higher
November,13200068,unknown,furniture,bedroom,premium,265.87,82.0,5.0,3.0,6.1,3.66,Hidden Gem - Promote Higher
November,100011103,acer,computers,notebook,premium,308.33,82.0,6.0,3.0,7.32,3.66,Hidden Gem - Promote Higher
November,37000001,unknown,unknown,unknown,mid,164.74,110.0,3.0,4.0,2.73,3.64,Hidden Gem - Promote Higher
November,26200635,unknown,unknown,unknown,mid,84.94,110.0,4.0,4.0,3.64,3.64,Hidden Gem - Promote Higher
November,3601005,bosher,appliances,kitchen,mid,104.75,194.0,17.0,7.0,8.76,3.61,Hidden Gem - Promote Higher
November,29501868,s.a.n.,unknown,unknown,budget,33.33,83.0,4.0,3.0,4.82,3.61,Hidden Gem - Promote Higher
November,13300428,unknown,unknown,unknown,mid,173.81,139.0,4.0,5.0,2.88,3.6,Hidden Gem - Promote Higher
November,12700933,nokian,unknown,unknown,mid,63.33,111.0,5.0,4.0,4.5,3.6,Hidden Gem - Promote Higher
November,12703005,cordiant,unknown,unknown,budget,45.37,195.0,33.0,7.0,16.92,3.59,Hidden Gem - Promote Higher
November,5301150,rowenta,unknown,unknown,mid,66.63,195.0,13.0,7.0,6.67,3.59,Hidden Gem - Promote Higher
November,26403348,unknown,unknown,unknown,mid,84.43,167.0,7.0,6.0,4.19,3.59,Hidden Gem - Promote Higher
November,11600160,microlab,computers,desktop,budget,23.35,168.0,10.0,6.0,5.95,3.57,Hidden Gem - Promote Higher
November,12710331,maxxis,unknown,unknown,budget,47.38,168.0,17.0,6.0,10.12,3.57,Hidden Gem - Promote Higher
November,26200586,unknown,unknown,unknown,premium,286.49,140.0,6.0,5.0,4.29,3.57,Hidden Gem - Promote Higher
November,8800976,texet,electronics,telephone,budget,27.14,112.0,1.0,4.0,0.89,3.57,Hidden Gem - Promote Higher
