month,brand,view_sessions,cart_sessions,purchase_sessions,total_revenue,view_to_cart_pct,cart_to_purchase_pct,conversion_rate,cart_abandonment_pct,revenue_per_view
November,bestoy,629.0,32.0,17.0,1153.13,5.09,53.13,2.7,46.88,1.83
November,moschino,1282.0,86.0,24.0,1142.82,6.71,27.91,1.87,72.09,0.89
November,texet,3367.0,155.0,47.0,1132.47,4.6,30.32,1.4,69.68,0.34
November,merelani,2680.0,32.0,12.0,1094.76,1.19,37.5,0.45,62.5,0.41
November,hyundai,1847.0,71.0,12.0,1089.75,3.84,16.9,0.65,83.1,0.59
November,edge,880.0,26.0,9.0,1088.2,2.95,34.62,1.02,65.38,1.24
November,burton,923.0,16.0,4.0,1059.49,1.73,25.0,0.43,75.0,1.15
November,habilead,1540.0,103.0,19.0,1047.38,6.69,18.45,1.23,81.55,0.68
November,artmusical,1145.0,32.0,7.0,1037.33,2.79,21.88,0.61,78.13,0.91
November,powercolor,568.0,21.0,5.0,1027.83,3.7,23.81,0.88,76.19,1.81
November,turbo,1246.0,44.0,16.0,1024.01,3.53,36.36,1.28,63.64,0.82
November,thermaltake,1060.0,23.0,7.0,1020.72,2.17,30.43,0.66,69.57,0.96
November,ikea,3361.0,75.0,20.0,1013.78,2.23,26.67,0.6,73.33,0.3
November,berghoff,1863.0,35.0,12.0,1002.83,1.88,34.29,0.64,65.71,0.54
November,mart,1557.0,66.0,22.0,998.52,4.24,33.33,1.41,66.67,0.64
November,inoi,1883.0,55.0,20.0,994.71,2.92,36.36,1.06,63.64,0.53
November,arnica,2240.0,70.0,7.0,987.98,3.13,10.0,0.31,90.0,0.44
November,perilla,2286.0,115.0,37.0,978.51,5.03,32.17,1.62,67.83,0.43
November,alesis,591.0,18.0,6.0,976.44,3.05,33.33,1.02,66.67,1.65
November,fujifilm,828.0,36.0,8.0,968.82,4.35,22.22,0.97,77.78,1.17
November,pt-group,1517.0,22.0,4.0,952.42,1.45,18.18,0.26,81.82,0.63
November,swisshome,917.0,26.0,7.0,951.37,2.84,26.92,0.76,73.08,1.04
November,shenma,630.0,24.0,16.0,934.39,3.81,66.67,2.54,33.33,1.48
November,m-audio,593.0,18.0,6.0,930.62,3.04,33.33,1.01,66.67,1.57
November,komfort-s,1311.0,13.0,3.0,921.7,0.99,23.08,0.23,76.92,0.7
November,wonlex,2790.0,87.0,26.0,916.03,3.12,29.89,0.93,70.11,0.33
November,cougar,525.0,17.0,9.0,910.43,3.24,52.94,1.71,47.06,1.73
November,nitto,666.0,33.0,11.0,908.88,4.95,33.33,1.65,66.67,1.36
November,toyota,584.0,19.0,6.0,901.67,3.25,31.58,1.03,68.42,1.54
November,triton,646.0,14.0,2.0,894.14,2.17,14.29,0.31,85.71,1.38
November,saturn,2606.0,70.0,19.0,884.31,2.69,27.14,0.73,72.86,0.34
November,sava,830.0,43.0,11.0,875.5,5.18,25.58,1.33,74.42,1.05
November,diamant,604.0,14.0,6.0,867.98,2.32,42.86,0.99,57.14,1.44
November,lancome,720.0,45.0,12.0,861.84,6.25,26.67,1.67,73.33,1.2
November,bauer,1118.0,32.0,15.0,855.71,2.86,46.88,1.34,53.13,0.77
November,trebl,2396.0,157.0,10.0,855.63,6.55,6.37,0.42,93.63,0.36
November,bodysculpture,691.0,26.0,2.0,846.48,3.76,7.69,0.29,92.31,1.23
November,matrix,2392.0,51.0,15.0,846.04,2.13,29.41,0.63,70.59,0.35
November,irbis,1339.0,24.0,10.0,845.19,1.79,41.67,0.75,58.33,0.63
November,casper,608.0,14.0,8.0,843.26,2.3,57.14,1.32,42.86,1.39
November,total,1839.0,49.0,22.0,828.09,2.66,44.9,1.2,55.1,0.45
November,burgerschuhe,1440.0,25.0,8.0,825.26,1.74,32.0,0.56,68.0,0.57
November,gree,898.0,29.0,3.0,819.01,3.23,10.34,0.33,89.66,0.91
November,dunlop,971.0,63.0,8.0,803.5,6.49,12.7,0.82,87.3,0.83
November,deepcool,1731.0,79.0,27.0,798.53,4.56,34.18,1.56,65.82,0.46
November,lacoste,973.0,63.0,14.0,788.2,6.47,22.22,1.44,77.78,0.81
November,rooman,2379.0,52.0,13.0,787.67,2.19,25.0,0.55,75.0,0.33
November,edufun,1129.0,38.0,7.0,777.2,3.37,18.42,0.62,81.58,0.69
November,plantronics,980.0,47.0,17.0,765.57,4.8,36.17,1.73,63.83,0.78
November,hertz,998.0,23.0,7.0,764.86,2.3,30.43,0.7,69.57,0.77
November,farroad,945.0,71.0,13.0,762.17,7.51,18.31,1.38,81.69,0.81
November,geil,1114.0,51.0,16.0,748.04,4.58,31.37,1.44,68.63,0.67
November,eltempo,519.0,22.0,9.0,731.05,4.24,40.91,1.73,59.09,1.41
November,babyswing,565.0,35.0,9.0,730.7,6.19,25.71,1.59,74.29,1.29
November,mazzini,1189.0,110.0,19.0,726.45,9.25,17.27,1.6,82.73,0.61
November,sailun,535.0,38.0,12.0,724.98,7.1,31.58,2.24,68.42,1.36
November,velvet,929.0,17.0,4.0,723.99,1.83,23.53,0.43,76.47,0.78
November,ovation,940.0,53.0,15.0,718.43,5.64,28.3,1.6,71.7,0.76
November,jet,1288.0,45.0,23.0,712.46,3.49,51.11,1.79,48.89,0.55
November,versale,777.0,17.0,7.0,707.31,2.19,41.18,0.9,58.82,0.91
November,mebelson,885.0,8.0,2.0,700.87,0.9,25.0,0.23,75.0,0.79
November,logitech,1889.0,78.0,14.0,699.74,4.13,17.95,0.74,82.05,0.37
November,llorens,1543.0,39.0,16.0,699.35,2.53,41.03,1.04,58.97,0.45
November,moldabela,715.0,18.0,4.0,696.54,2.52,22.22,0.56,77.78,0.97
November,mebelswow-rn,702.0,27.0,7.0,693.7,3.85,25.93,1.0,74.07,0.99
November,volta,908.0,60.0,17.0,693.49,6.61,28.33,1.87,71.67,0.76
November,acme,1554.0,35.0,12.0,693.34,2.25,34.29,0.77,65.71,0.45
November,swat,1517.0,41.0,12.0,682.39,2.7,29.27,0.79,70.73,0.45
November,seagate,953.0,52.0,10.0,679.45,5.46,19.23,1.05,80.77,0.71
November,millionaire,1345.0,33.0,9.0,676.18,2.45,27.27,0.67,72.73,0.5
November,vega,3931.0,81.0,25.0,674.49,2.06,30.86,0.64,69.14,0.17
November,razer,882.0,19.0,8.0,668.4,2.15,42.11,0.91,57.89,0.76
November,zubr,1994.0,40.0,12.0,652.87,2.01,30.0,0.6,70.0,0.33
November,ccm,581.0,12.0,6.0,643.51,2.07,50.0,1.03,50.0,1.11
November,gipfel,1450.0,12.0,5.0,639.0,0.83,41.67,0.34,58.33,0.44
November,puma,1613.0,18.0,7.0,638.88,1.12,38.89,0.43,61.11,0.4
November,partner,547.0,15.0,6.0,635.34,2.74,40.0,1.1,60.0,1.16
November,sonel,736.0,27.0,6.0,635.02,3.67,22.22,0.82,77.78,0.86
November,renova,535.0,18.0,8.0,634.73,3.36,44.44,1.5,55.56,1.19
November,vihr,1028.0,41.0,14.0,631.91,3.99,34.15,1.36,65.85,0.61
November,celestron,666.0,8.0,2.0,625.5,1.2,25.0,0.3,75.0,0.94
November,kumho,570.0,45.0,9.0,620.09,7.89,20.0,1.58,80.0,1.09
November,bertoni,742.0,19.0,8.0,619.26,2.56,42.11,1.08,57.89,0.83
November,oursson,836.0,41.0,5.0,617.89,4.9,12.2,0.6,87.8,0.74
November,adidas,2318.0,41.0,6.0,617.76,1.77,14.63,0.26,85.37,0.27
November,rial,565.0,14.0,2.0,616.61,2.48,14.29,0.35,85.71,1.09
November,conceptclub,7635.0,70.0,17.0,615.99,0.92,24.29,0.22,75.71,0.08
November,maunfeld,605.0,22.0,5.0,615.34,3.64,22.73,0.83,77.27,1.02
November,ryobi,709.0,6.0,3.0,611.71,0.85,50.0,0.42,50.0,0.86
November,bergner,1331.0,25.0,13.0,611.08,1.88,52.0,0.98,48.0,0.46
November,ritmix,4572.0,147.0,38.0,607.1,3.22,25.85,0.83,74.15,0.13
November,peterhof,736.0,28.0,8.0,604.72,3.8,28.57,1.09,71.43,0.82
November,centurion,924.0,43.0,7.0,600.63,4.65,16.28,0.76,83.72,0.65
November,nakamichi,699.0,21.0,7.0,596.91,3.0,33.33,1.0,66.67,0.85
November,hasbro,1552.0,39.0,11.0,584.78,2.51,28.21,0.71,71.79,0.38
November,defender,3708.0,146.0,53.0,573.81,3.94,36.3,1.43,63.7,0.15
November,aqua,1243.0,64.0,17.0,564.2,5.15,26.56,1.37,73.44,0.45
November,maxtrek,804.0,22.0,7.0,555.99,2.74,31.82,0.87,68.18,0.69
November,zelmer,605.0,18.0,7.0,549.51,2.98,38.89,1.16,61.11,0.91
November,shimano,547.0,8.0,4.0,548.2,1.46,50.0,0.73,50.0,1.0
November,aoteli,644.0,49.0,11.0,541.08,7.61,22.45,1.71,77.55,0.84
November,bartek,537.0,16.0,7.0,537.99,2.98,43.75,1.3,56.25,1.0
November,bene,1368.0,36.0,20.0,537.2,2.63,55.56,1.46,44.44,0.39
November,kolner,1792.0,55.0,14.0,536.95,3.07,25.45,0.78,74.55,0.3
November,flight,645.0,20.0,6.0,536.7,3.1,30.0,0.93,70.0,0.83
November,garvalin,1285.0,18.0,8.0,523.82,1.4,44.44,0.62,55.56,0.41
November,hoco,1317.0,48.0,26.0,514.15,3.64,54.17,1.97,45.83,0.39
November,anytek,886.0,24.0,6.0,499.39,2.71,25.0,0.68,75.0,0.56
November,selby,780.0,36.0,11.0,499.08,4.62,30.56,1.41,69.44,0.64
November,trust,1716.0,48.0,9.0,498.08,2.8,18.75,0.52,81.25,0.29
November,karat,1609.0,42.0,9.0,494.25,2.61,21.43,0.56,78.57,0.31
November,mutant,595.0,30.0,12.0,489.08,5.04,40.0,2.02,60.0,0.82
November,bambola,785.0,23.0,9.0,487.74,2.93,39.13,1.15,60.87,0.62
November,bose,540.0,4.0,1.0,477.46,0.74,25.0,0.19,75.0,0.88
November,smile,981.0,24.0,10.0,471.65,2.45,41.67,1.02,58.33,0.48
November,axis,852.0,45.0,3.0,467.71,5.28,6.67,0.35,93.33,0.55
November,petek,1495.0,31.0,7.0,459.23,2.07,22.58,0.47,77.42,0.31
November,marcomenti,1378.0,14.0,3.0,455.61,1.02,21.43,0.22,78.57,0.33
November,evrodetal,553.0,13.0,2.0,444.28,2.35,15.38,0.36,84.62,0.8
November,huggies,1011.0,80.0,35.0,443.3,7.91,43.75,3.46,56.25,0.44
November,barneo,558.0,20.0,5.0,441.7,3.58,25.0,0.9,75.0,0.79
November,zte,697.0,16.0,5.0,434.93,2.3,31.25,0.72,68.75,0.62
November,doogee,1457.0,14.0,3.0,431.12,0.96,21.43,0.21,78.57,0.3
November,kukmara,1053.0,46.0,13.0,428.55,4.37,28.26,1.23,71.74,0.41
November,steelseries,718.0,32.0,9.0,425.81,4.46,28.13,1.25,71.88,0.59
November,stanley,3072.0,47.0,9.0,424.99,1.53,19.15,0.29,80.85,0.14
November,aplus,618.0,54.0,10.0,421.11,8.74,18.52,1.62,81.48,0.68
November,tonybellucci,792.0,13.0,6.0,405.16,1.64,46.15,0.76,53.85,0.51
November,syma,569.0,12.0,2.0,401.56,2.11,16.67,0.35,83.33,0.71
November,montblanc,738.0,48.0,10.0,400.1,6.5,20.83,1.36,79.17,0.54
November,axper,633.0,13.0,5.0,397.65,2.05,38.46,0.79,61.54,0.63
November,delmax,656.0,40.0,10.0,394.31,6.1,25.0,1.52,75.0,0.6
November,lux,1170.0,18.0,4.0,391.26,1.54,22.22,0.34,77.78,0.33
November,babytime,1238.0,16.0,6.0,386.65,1.29,37.5,0.48,62.5,0.31
November,gerat,2734.0,36.0,6.0,384.2,1.32,16.67,0.22,83.33,0.14
November,kenzo,551.0,21.0,4.0,377.07,3.81,19.05,0.73,80.95,0.68
November,vako,680.0,17.0,4.0,365.77,2.5,23.53,0.59,76.47,0.54
November,covani,798.0,13.0,3.0,364.74,1.63,23.08,0.38,76.92,0.46
November,amouage,727.0,3.0,1.0,363.46,0.41,33.33,0.14,66.67,0.5
November,reebok,1707.0,19.0,3.0,354.45,1.11,15.79,0.18,84.21,0.21
November,cenmax,650.0,25.0,5.0,354.29,3.85,20.0,0.77,80.0,0.55
November,bestway,1642.0,28.0,7.0,350.72,1.71,25.0,0.43,75.0,0.21
November,gross,592.0,6.0,3.0,349.52,1.01,50.0,0.51,50.0,0.59
November,fossil,1365.0,13.0,2.0,349.04,0.95,15.38,0.15,84.62,0.26
November,adriatica,569.0,7.0,2.0,344.16,1.23,28.57,0.35,71.43,0.6
November,svc,875.0,59.0,11.0,339.08,6.74,18.64,1.26,81.36,0.39
November,danielklein,909.0,20.0,8.0,331.79,2.2,40.0,0.88,60.0,0.37
November,alpina,583.0,8.0,2.0,330.51,1.37,25.0,0.34,75.0,0.57
November,balta,943.0,16.0,5.0,320.17,1.7,31.25,0.53,68.75,0.34
November,turboair,852.0,24.0,6.0,319.05,2.82,25.0,0.7,75.0,0.37
November,ubisoft,821.0,50.0,12.0,315.11,6.09,24.0,1.46,76.0,0.38
November,maxler,586.0,23.0,8.0,310.57,3.92,34.78,1.37,65.22,0.53
November,mykronoz,690.0,11.0,5.0,310.34,1.59,45.45,0.72,54.55,0.45
November,dkny,602.0,17.0,2.0,307.6,2.82,11.76,0.33,88.24,0.51
November,harley-davidson,1249.0,3.0,1.0,306.31,0.24,33.33,0.08,66.67,0.25
November,decoroom,787.0,33.0,10.0,304.83,4.19,30.3,1.27,69.7,0.39
November,tomahawk,952.0,16.0,3.0,293.43,1.68,18.75,0.32,81.25,0.31
November,native,816.0,13.0,2.0,288.24,1.59,15.38,0.25,84.62,0.35
November,oral-b,697.0,42.0,9.0,284.44,6.03,21.43,1.29,78.57,0.41
November,x-game,1727.0,62.0,11.0,275.75,3.59,17.74,0.64,82.26,0.16
November,remax,762.0,35.0,11.0,270.76,4.59,31.43,1.44,68.57,0.36
November,coballe,864.0,22.0,4.0,270.61,2.55,18.18,0.46,81.82,0.31
November,clatronic,874.0,12.0,5.0,270.29,1.37,41.67,0.57,58.33,0.31
November,sjcam,547.0,13.0,2.0,268.73,2.38,15.38,0.37,84.62,0.49
November,yoya,600.0,7.0,3.0,267.15,1.17,42.86,0.5,57.14,0.45
November,escan,1132.0,22.0,6.0,266.93,1.94,27.27,0.53,72.73,0.24
November,adata,587.0,29.0,7.0,264.58,4.94,24.14,1.19,75.86,0.45
November,bsa-wheels,521.0,16.0,1.0,258.44,3.07,6.25,0.19,93.75,0.5
November,bardahl,587.0,26.0,9.0,254.32,4.43,34.62,1.53,65.38,0.43
November,jinga,642.0,27.0,9.0,251.83,4.21,33.33,1.4,66.67,0.39
November,deluxe,1175.0,43.0,14.0,249.44,3.66,32.56,1.19,67.44,0.21
November,trollbeads,1206.0,6.0,3.0,246.28,0.5,50.0,0.25,50.0,0.2
November,caramelia,1077.0,25.0,8.0,245.37,2.32,32.0,0.74,68.0,0.23
November,gezatone,522.0,11.0,5.0,241.97,2.11,45.45,0.96,54.55,0.46
November,norfin,1698.0,23.0,6.0,239.74,1.35,26.09,0.35,73.91,0.14
November,thule,669.0,10.0,2.0,236.78,1.49,20.0,0.3,80.0,0.35
November,vichy,737.0,36.0,11.0,235.22,4.88,30.56,1.49,69.44,0.32
November,pozis,927.0,29.0,1.0,231.64,3.13,3.45,0.11,96.55,0.25
November,bruder,1261.0,26.0,3.0,230.15,2.06,11.54,0.24,88.46,0.18
November,elikor,511.0,15.0,2.0,223.41,2.94,13.33,0.39,86.67,0.44
November,grow-with-me,592.0,21.0,6.0,216.2,3.55,28.57,1.01,71.43,0.37
November,denn,672.0,36.0,9.0,212.91,5.36,25.0,1.34,75.0,0.32
November,jordan,1707.0,16.0,2.0,205.42,0.94,12.5,0.12,87.5,0.12
November,drjart,830.0,24.0,7.0,200.62,2.89,29.17,0.84,70.83,0.24
November,tamaris,933.0,13.0,3.0,199.23,1.39,23.08,0.32,76.92,0.21
November,arua,605.0,14.0,5.0,198.13,2.31,35.71,0.83,64.29,0.33
November,pupa,1055.0,50.0,15.0,197.51,4.74,30.0,1.42,70.0,0.19
November,usams,527.0,15.0,4.0,191.8,2.85,26.67,0.76,73.33,0.36
November,erkaplan,582.0,10.0,1.0,191.51,1.72,10.0,0.17,90.0,0.33
November,rombica,618.0,15.0,5.0,188.3,2.43,33.33,0.81,66.67,0.3
November,scovo,517.0,9.0,5.0,188.27,1.74,55.56,0.97,44.44,0.36
November,silverlit,4332.0,111.0,4.0,185.52,2.56,3.6,0.09,96.4,0.04
November,p.i.t.,995.0,22.0,4.0,176.27,2.21,18.18,0.4,81.82,0.18
November,shagovita,897.0,10.0,2.0,174.98,1.11,20.0,0.22,80.0,0.2
November,unit,616.0,30.0,8.0,174.64,4.87,26.67,1.3,73.33,0.28
November,akvaton,729.0,5.0,1.0,174.34,0.69,20.0,0.14,80.0,0.24
November,sparta,654.0,11.0,5.0,173.76,1.68,45.45,0.76,54.55,0.27
November,redragon,805.0,31.0,9.0,169.71,3.85,29.03,1.12,70.97,0.21
November,wellberg,561.0,23.0,4.0,161.51,4.1,17.39,0.71,82.61,0.29
November,levenhuk,823.0,16.0,4.0,159.38,1.94,25.0,0.49,75.0,0.19
November,hb,693.0,23.0,5.0,156.88,3.32,21.74,0.72,78.26,0.23
November,novline,1024.0,19.0,5.0,153.37,1.86,26.32,0.49,73.68,0.15
November,rastar,1333.0,33.0,5.0,153.18,2.48,15.15,0.38,84.85,0.11
November,missha,561.0,13.0,6.0,150.07,2.32,46.15,1.07,53.85,0.27
November,continent,827.0,33.0,12.0,147.55,3.99,36.36,1.45,63.64,0.18
November,picard,1338.0,10.0,2.0,146.72,0.75,20.0,0.15,80.0,0.11
November,awei,503.0,19.0,8.0,143.9,3.78,42.11,1.59,57.89,0.29
November,olmio,584.0,23.0,4.0,139.8,3.94,17.39,0.68,82.61,0.24
November,milavitsa,2209.0,26.0,3.0,126.71,1.18,11.54,0.14,88.46,0.06
November,resanta,778.0,21.0,3.0,126.57,2.7,14.29,0.39,85.71,0.16
November,stayer,776.0,23.0,3.0,125.83,2.96,13.04,0.39,86.96,0.16
November,vinzer,783.0,18.0,2.0,122.48,2.3,11.11,0.26,88.89,0.16
November,columbia,519.0,3.0,1.0,118.38,0.58,33.33,0.19,66.67,0.23
November,d-link,533.0,11.0,4.0,111.13,2.06,36.36,0.75,63.64,0.21
November,nutrilon,592.0,30.0,9.0,109.89,5.07,30.0,1.52,70.0,0.19
November,verloni,502.0,6.0,4.0,109.28,1.2,66.67,0.8,33.33,0.22
November,maxvi,1130.0,35.0,8.0,106.05,3.1,22.86,0.71,77.14,0.09
November,tristar,578.0,9.0,3.0,101.22,1.56,33.33,0.52,66.67,0.18
November,tramontina,1616.0,33.0,5.0,100.18,2.04,15.15,0.31,84.85,0.06
November,carters,549.0,5.0,3.0,98.97,0.91,60.0,0.55,40.0,0.18
November,gosh,552.0,26.0,7.0,93.95,4.71,26.92,1.27,73.08,0.17
November,brateck,568.0,33.0,4.0,93.4,5.81,12.12,0.7,87.88,0.16
November,dobrusskijfarforovyjzavod,1160.0,4.0,1.0,91.47,0.34,25.0,0.09,75.0,0.08
November,alvitek,559.0,20.0,6.0,88.79,3.58,30.0,1.07,70.0,0.16
November,tarkett,1840.0,105.0,12.0,86.34,5.71,11.43,0.65,88.57,0.05
November,delux,1070.0,43.0,7.0,81.51,4.02,16.28,0.65,83.72,0.08
November,shell,899.0,43.0,4.0,81.33,4.78,9.3,0.44,90.7,0.09
November,parkmaster,716.0,15.0,1.0,81.08,2.09,6.67,0.14,93.33,0.11
November,toro,577.0,21.0,5.0,80.86,3.64,23.81,0.87,76.19,0.14
November,apollo,560.0,20.0,4.0,80.49,3.57,20.0,0.71,80.0,0.14
November,annaanna,994.0,10.0,3.0,79.27,1.01,30.0,0.3,70.0,0.08
November,kapika,870.0,16.0,1.0,72.05,1.84,6.25,0.11,93.75,0.08
November,barbie,684.0,7.0,3.0,66.69,1.02,42.86,0.44,57.14,0.1
November,a-case,869.0,20.0,9.0,64.89,2.3,45.0,1.04,55.0,0.07
November,hayali,553.0,2.0,1.0,64.35,0.36,50.0,0.18,50.0,0.12
November,dermacol,503.0,23.0,6.0,63.86,4.57,26.09,1.19,73.91,0.13
November,disney,648.0,20.0,2.0,63.41,3.09,10.0,0.31,90.0,0.1
November,wallberry,599.0,22.0,5.0,59.97,3.67,22.73,0.83,77.27,0.1
November,teosa,806.0,16.0,1.0,53.8,1.99,6.25,0.12,93.75,0.07
November,welly,3193.0,72.0,5.0,53.63,2.25,6.94,0.16,93.06,0.02
November,asics,1336.0,11.0,1.0,51.48,0.82,9.09,0.07,90.91,0.04
November,fabretti,818.0,10.0,3.0,48.13,1.22,30.0,0.37,70.0,0.06
November,muqajankz,561.0,9.0,2.0,46.33,1.6,22.22,0.36,77.78,0.08
November,crockid,770.0,15.0,6.0,44.79,1.95,40.0,0.78,60.0,0.06
November,deppa,636.0,10.0,5.0,37.96,1.57,50.0,0.79,50.0,0.06
November,pasabahce,593.0,17.0,7.0,35.87,2.87,41.18,1.18,58.82,0.06
November,visavis,554.0,10.0,3.0,30.7,1.81,30.0,0.54,70.0,0.06
November,aquamarine,646.0,12.0,3.0,30.63,1.86,25.0,0.46,75.0,0.05
November,kronospan,603.0,29.0,2.0,30.32,4.81,6.9,0.33,93.1,0.05
November,dion,624.0,6.0,1.0,29.6,0.96,16.67,0.16,83.33,0.05
November,powerplant,613.0,26.0,6.0,22.09,4.24,23.08,0.98,76.92,0.04
November,goodloot,692.0,6.0,2.0,17.46,0.87,33.33,0.29,66.67,0.03
November,elysium,511.0,9.0,2.0,16.22,1.76,22.22,0.39,77.78,0.03
November,ski-doo,1032.0,5.0,0.0,0.0,0.48,0.0,0.0,100.0,0.0
November,hitachi,525.0,5.0,0.0,0.0,0.95,0.0,0.0,100.0,0.0
November,prologic,612.0,10.0,0.0,0.0,1.63,0.0,0.0,100.0,0.0
November,febest,607.0,10.0,0.0,0.0,1.65,0.0,0.0,100.0,0.0
November,noppies,805.0,2.0,0.0,0.0,0.25,0.0,0.0,100.0,0.0
November,pablosky,720.0,5.0,0.0,0.0,0.69,0.0,0.0,100.0,0.0
November,startul,593.0,8.0,0.0,0.0,1.35,0.0,0.0,100.0,0.0
November,roncato,697.0,7.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
November,crucial,574.0,18.0,0.0,0.0,3.14,0.0,0.0,100.0,0.0
November,fancy,739.0,13.0,0.0,0.0,1.76,0.0,0.0,100.0,0.0
November,appollo,924.0,20.0,0.0,0.0,2.16,0.0,0.0,100.0,0.0
November,fubag,753.0,14.0,0.0,0.0,1.86,0.0,0.0,100.0,0.0
November,gaissina,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
November,otan,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
November,gulliver,811.0,11.0,0.0,0.0,1.36,0.0,0.0,100.0,0.0
November,can-am,1015.0,9.0,0.0,0.0,0.89,0.0,0.0,100.0,0.0
November,simba,1016.0,18.0,0.0,0.0,1.77,0.0,0.0,100.0,0.0
November,longines,598.0,8.0,0.0,0.0,1.34,0.0,0.0,100.0,0.0
October,apple,361804.0,22487.0,16187.0,13002157.0,6.22,71.98,4.47,28.02,35.94
October,samsung,449697.0,31876.0,20036.0,5493690.0,7.09,62.86,4.46,37.14,12.22
October,xiaomi,260852.0,11104.0,6518.0,1085404.0,4.26,58.7,2.5,41.3,4.16
October,huawei,98789.0,4592.0,2782.0,591994.94,4.65,60.58,2.82,39.42,5.99
October,acer,38136.0,1066.0,778.0,414248.28,2.8,72.98,2.04,27.02,10.86
October,lg,50613.0,1541.0,1061.0,411276.88,3.04,68.85,2.1,31.15,8.13
October,oppo,43549.0,2204.0,1313.0,294119.28,5.06,59.57,3.01,40.43,6.75
October,sony,42178.0,1062.0,746.0,291001.03,2.52,70.24,1.77,29.76,6.9
October,bosch,49982.0,821.0,683.0,154503.2,1.64,83.19,1.37,16.81,3.09
October,indesit,25659.0,726.0,593.0,152207.73,2.83,81.68,2.31,18.32,5.93
October,beko,21025.0,587.0,457.0,112513.92,2.79,77.85,2.17,22.15,5.35
October,asus,20057.0,249.0,215.0,110808.7,1.24,86.35,1.07,13.65,5.52
October,haier,17332.0,660.0,349.0,99233.63,3.81,52.88,2.01,47.12,5.73
October,philips,26723.0,721.0,534.0,58762.51,2.7,74.06,2.0,25.94,2.2
October,vivo,10446.0,308.0,223.0,55659.91,2.95,72.4,2.13,27.6,5.33
October,canon,6838.0,133.0,111.0,53391.67,1.95,83.46,1.62,16.54,7.81
October,janome,8642.0,178.0,156.0,39119.12,2.06,87.64,1.81,12.36,4.53
October,tefal,18498.0,484.0,365.0,37337.56,2.62,75.41,1.97,24.59,2.02
October,epson,5358.0,209.0,150.0,33937.29,3.9,71.77,2.8,28.23,6.33
October,starline,11361.0,386.0,240.0,33353.05,3.4,62.18,2.11,37.82,2.94
October,redmond,24874.0,654.0,481.0,33071.66,2.63,73.55,1.93,26.45,1.33
October,elenberg,24498.0,948.0,723.0,29269.79,3.87,76.27,2.95,23.73,1.19
October,atlant,7728.0,108.0,103.0,27751.19,1.4,95.37,1.33,4.63,3.59
October,hubert,2122.0,66.0,47.0,25011.91,3.11,71.21,2.21,28.79,11.79
October,hansa,8307.0,99.0,94.0,24749.57,1.19,94.95,1.13,5.05,2.98
October,karcher,9845.0,194.0,100.0,24702.81,1.97,51.55,1.02,48.45,2.51
October,tcl,3924.0,74.0,74.0,21836.06,1.89,100.0,1.89,0.0,5.56
October,ariston,6007.0,250.0,171.0,20589.7,4.16,68.4,2.85,31.6,3.43
October,vitek,22699.0,531.0,469.0,19659.03,2.34,88.32,2.07,11.68,0.87
October,huter,7500.0,320.0,152.0,19624.94,4.27,47.5,2.03,52.5,2.62
October,delonghi,4178.0,63.0,50.0,19417.4,1.51,79.37,1.2,20.63,4.65
October,thomas,3118.0,70.0,55.0,18683.23,2.25,78.57,1.76,21.43,5.99
October,jbl,13055.0,364.0,280.0,18580.69,2.79,76.92,2.14,23.08,1.42
October,honor,8778.0,111.0,69.0,18065.94,1.26,62.16,0.79,37.84,2.06
October,nokia,16053.0,424.0,256.0,18059.72,2.64,60.38,1.59,39.62,1.13
October,garmin,6634.0,37.0,29.0,16586.3,0.56,78.38,0.44,21.62,2.5
October,nikon,2434.0,40.0,32.0,15494.99,1.64,80.0,1.31,20.0,6.37
October,braun,9387.0,198.0,175.0,15144.52,2.11,88.38,1.86,11.62,1.61
October,electrolux,6854.0,125.0,92.0,14906.55,1.82,73.6,1.34,26.4,2.17
October,arg,4041.0,213.0,117.0,14364.41,5.27,54.93,2.9,45.07,3.55
October,michelin,5384.0,134.0,120.0,14200.39,2.49,89.55,2.23,10.45,2.64
October,polaris,18980.0,322.0,304.0,12499.18,1.7,94.41,1.6,5.59,0.66
October,panasonic,9015.0,252.0,136.0,12253.18,2.8,53.97,1.51,46.03,1.36
October,rowenta,8102.0,297.0,237.0,12222.46,3.67,79.8,2.93,20.2,1.51
October,rinnai,791.0,14.0,13.0,11850.91,1.77,92.86,1.64,7.14,14.98
October,matador,7304.0,369.0,209.0,11725.08,5.05,56.64,2.86,43.36,1.61
October,candy,3026.0,59.0,40.0,11579.92,1.95,67.8,1.32,32.2,3.83
October,sho-me,4628.0,104.0,74.0,10474.52,2.25,71.15,1.6,28.85,2.26
October,omron,4958.0,180.0,165.0,10339.99,3.63,91.67,3.33,8.33,2.09
October,neoline,5130.0,117.0,61.0,9640.96,2.28,52.14,1.19,47.86,1.88
October,hisense,711.0,25.0,15.0,9133.74,3.52,60.0,2.11,40.0,12.85
October,prestigio,5496.0,148.0,129.0,8309.68,2.69,87.16,2.35,12.84,1.51
October,dyson,1822.0,25.0,17.0,8246.61,1.37,68.0,0.93,32.0,4.53
